source_file,session_id,window_index,start_sample,end_sample_exclusive,downsampled_start_sample,downsampled_end_sample_exclusive,start_time_s,end_time_s,label,label_id,clench_sample_count,clench_fraction,contains_label_transition,intersects_transition_band,mav,rms,wl,zc,ssc,mnf,mdf,pkf,bandpower
session_9.csv,session_9,0,0,128,0,64,0.0,0.256,relax,0,0,0.0,False,False,33.415960796708184,90.36727981469849,2102.3118822149117,30.0,24.0,49.54983194440628,31.25,23.4375,125.65911789835704
session_9.csv,session_9,1,64,192,32,96,0.128,0.384,relax,0,0,0.0,False,False,1.8654264399337737,2.4110971456102104,214.89020007926112,28.0,15.0,87.33587412299617,93.75,97.65625,4.898487154370927
session_9.csv,session_9,2,128,256,64,128,0.256,0.512,relax,0,0,0.0,False,False,1.5782906069516571,2.1010259480233846,176.98595009379704,22.0,12.0,86.6369642826835,89.84375,89.84375,1.9686766403855445
session_9.csv,session_9,3,192,320,96,160,0.384,0.64,relax,0,0,0.0,False,False,1.689596142907928,2.175910534330784,187.5549397226498,26.0,14.0,85.15406363843829,85.9375,85.9375,7.546692463894529
session_9.csv,session_9,4,256,384,128,192,0.512,0.768,relax,0,0,0.0,False,False,1.6571597795990445,2.0127364289443244,173.97785310591567,24.0,9.0,81.33540551887744,82.03125,74.21875,3.7268904614336615
session_9.csv,session_9,5,320,448,160,224,0.64,0.896,relax,0,0,0.0,False,False,1.723975006281565,2.0612997547997236,186.36064937198694,26.0,12.0,78.77994627564688,78.125,78.125,5.012263412331954
session_9.csv,session_9,6,384,512,192,256,0.768,1.024,relax,0,0,0.0,False,False,1.6976153740913167,2.0098195105218783,186.5659929918783,28.0,15.0,89.66318998938509,93.75,93.75,4.53255192415863
session_9.csv,session_9,7,448,576,224,288,0.896,1.152,relax,0,0,0.0,False,False,1.3742709089487686,1.6537297464393244,147.1062632286018,22.0,10.0,78.47891315993817,78.125,78.125,2.7279680552066514
session_9.csv,session_9,8,512,640,256,320,1.024,1.28,relax,0,0,0.0,False,False,1.2726401458962255,1.712209686970834,135.62058026671602,15.0,6.0,82.86220143717333,89.84375,89.84375,1.37663180784018
session_9.csv,session_9,9,576,704,288,352,1.152,1.408,relax,0,0,0.0,False,False,2.345915020966231,3.0458669500100397,261.41923442141194,29.0,16.0,83.72969630214175,85.9375,85.9375,11.783822657678485
session_9.csv,session_9,10,640,768,320,384,1.28,1.536,relax,0,0,0.0,False,False,2.3035178287746003,2.9751823118394363,246.19350050455824,28.0,15.0,80.71606303901419,82.03125,78.125,5.943719721389169
session_9.csv,session_9,11,704,832,352,416,1.408,1.664,relax,0,0,0.0,False,False,1.3029365272176987,1.693270433594495,145.9625357462778,17.0,8.0,82.20200305556953,85.9375,89.84375,4.905337685041297
session_9.csv,session_9,12,768,896,384,448,1.536,1.792,relax,0,0,0.0,False,True,2.016500536210361,2.946893247650987,209.38212333366295,23.0,12.0,81.47839529561843,85.9375,85.9375,2.7991542664611897
session_9.csv,session_9,13,832,960,416,480,1.664,1.92,relax,0,49,0.3828125,True,True,11.84288551319257,18.538780755457147,1305.9283274585093,37.0,30.0,83.66622750947299,82.03125,82.03125,286.8235492175105
