frame_index,recording_sample_index,recording_elapsed_s,button_label,Channel1_raw
2492,2492,4.984000,1,981
2493,2493,4.986000,1,1019
2494,2494,4.988000,1,1030
2495,2495,4.990000,1,1007
2496,2496,4.992000,1,979
2497,2497,4.994000,1,977
2498,2498,4.996000,1,1001
2499,2499,4.998000,1,1021
2500,2500,5.000000,1,1015
2501,2501,5.002000,1,991
2502,2502,5.004000,1,978
2503,2503,5.006000,1,991
2504,2504,5.008000,1,1015
2505,2505,5.010000,1,1021
2506,2506,5.012000,1,999
2507,2507,5.014000,1,975
2508,2508,5.016000,1,980
2509,2509,5.018000,1,1012
2510,2510,5.020000,1,1033
2511,2511,5.022000,1,1013
2512,2512,5.024000,1,974
2513,2513,5.026000,1,965
2514,2514,5.028000,1,996
2515,2515,5.030000,1,1026
2516,2516,5.032000,1,1023
2517,2517,5.034000,1,999
2518,2518,5.036000,1,985
2519,2519,5.038000,1,990
2520,2520,5.040000,1,995
2521,2521,5.042000,1,995
2522,2522,5.044000,1,1001
2523,2523,5.046000,1,1014
2524,2524,5.048000,1,1016
2525,2525,5.050000,1,1000
2526,2526,5.052000,1,982
2527,2527,5.054000,1,984
2528,2528,5.056000,1,998
2529,2529,5.058000,1,1007
2530,2530,5.060000,1,1007
2531,2531,5.062000,1,1009
2532,2532,5.064000,1,1009
2533,2533,5.066000,1,996
2534,2534,5.068000,1,978
2535,2535,5.070000,1,978
2536,2536,5.072000,1,1006
2537,2537,5.074000,1,1031
2538,2538,5.076000,1,1022
2539,2539,5.078000,1,987
2540,2540,5.080000,1,968
2541,2541,5.082000,1,985
2542,2542,5.084000,1,1014
2543,2543,5.086000,1,1022
2544,2544,5.088000,1,1006
2545,2545,5.090000,1,990
2546,2546,5.092000,1,989
2547,2547,5.094000,1,996
2548,2548,5.096000,1,1001
2549,2549,5.098000,1,1003
2550,2550,5.100000,1,1005
2551,2551,5.102000,1,1004
2552,2552,5.104000,1,998
2553,2553,5.106000,1,992
2554,2554,5.108000,1,993
2555,2555,5.110000,1,1002
2556,2556,5.112000,1,1009
2557,2557,5.114000,1,1005
2558,2558,5.116000,1,994
2559,2559,5.118000,1,988
2560,2560,5.120000,1,996
2561,2561,5.122000,1,1009
2562,2562,5.124000,1,1010
2563,2563,5.126000,1,999
2564,2564,5.128000,1,988
2565,2565,5.130000,1,991
2566,2566,5.132000,1,1003
2567,2567,5.134000,1,1010
2568,2568,5.136000,1,1004
2569,2569,5.138000,1,994
2570,2570,5.140000,1,991
2571,2571,5.142000,1,999
2572,2572,5.144000,1,1006
2573,2573,5.146000,1,1003
2574,2574,5.148000,1,995
2575,2575,5.150000,1,995
2576,2576,5.152000,1,1003
2577,2577,5.154000,1,1006
2578,2578,5.156000,1,999
2579,2579,5.158000,1,992
2580,2580,5.160000,1,995
2581,2581,5.162000,1,1004
2582,2582,5.164000,1,1006
2583,2583,5.166000,1,1000
2584,2584,5.168000,1,996
2585,2585,5.170000,1,998
2586,2586,5.172000,1,1001
2587,2587,5.174000,1,998
2588,2588,5.176000,1,996
2589,2589,5.178000,1,1000
2590,2590,5.180000,1,1006
2591,2591,5.182000,1,1003
2592,2592,5.184000,1,994
2593,2593,5.186000,1,992
2594,2594,5.188000,1,1000
2595,2595,5.190000,1,1007
2596,2596,5.192000,1,1003
2597,2597,5.194000,1,995
2598,2598,5.196000,1,994
2599,2599,5.198000,1,1001
2600,2600,5.200000,1,1004
2601,2601,5.202000,1,1000
2602,2602,5.204000,1,996
2603,2603,5.206000,1,997
2604,2604,5.208000,1,1001
2605,2605,5.210000,1,1002
2606,2606,5.212000,1,999
2607,2607,5.214000,1,998
2608,2608,5.216000,1,1000
2609,2609,5.218000,1,1002
2610,2610,5.220000,1,1000
2611,2611,5.222000,1,996
2612,2612,5.224000,1,995
2613,2613,5.226000,1,1000
2614,2614,5.228000,1,1005
2615,2615,5.230000,1,1004
2616,2616,5.232000,1,999
2617,2617,5.234000,1,994
2618,2618,5.236000,1,995
2619,2619,5.238000,1,1001
2620,2620,5.240000,1,1005
2621,2621,5.242000,1,1000
2622,2622,5.244000,1,996
2623,2623,5.246000,1,998
2624,2624,5.248000,1,1004
2625,2625,5.250000,1,1003
2626,2626,5.252000,1,995
2627,2627,5.254000,1,992
2628,2628,5.256000,1,999
2629,2629,5.258000,1,1007
2630,2630,5.260000,1,1006
2631,2631,5.262000,1,997
2632,2632,5.264000,1,991
2633,2633,5.266000,1,996
2634,2634,5.268000,1,1004
2635,2635,5.270000,1,1006
2636,2636,5.272000,1,1001
2637,2637,5.274000,1,995
2638,2638,5.276000,1,995
2639,2639,5.278000,1,999
2640,2640,5.280000,1,1003
2641,2641,5.282000,1,1002
2642,2642,5.284000,1,999
2643,2643,5.286000,1,997
2644,2644,5.288000,1,998
2645,2645,5.290000,1,1000
2646,2646,5.292000,1,1001
2647,2647,5.294000,1,1000
2648,2648,5.296000,1,999
2649,2649,5.298000,1,1000
2650,2650,5.300000,1,1001
2651,2651,5.302000,1,999
2652,2652,5.304000,1,995
2653,2653,5.306000,1,996
2654,2654,5.308000,1,1003
2655,2655,5.310000,1,1008
2656,2656,5.312000,1,1002
2657,2657,5.314000,1,992
2658,2658,5.316000,1,989
2659,2659,5.318000,1,1000
2660,2660,5.320000,1,1010
2661,2661,5.322000,1,1007
2662,2662,5.324000,1,995
2663,2663,5.326000,1,990
2664,2664,5.328000,1,998
2665,2665,5.330000,1,1007
2666,2666,5.332000,1,1005
2667,2667,5.334000,1,995
2668,2668,5.336000,1,991
2669,2669,5.338000,1,999
2670,2670,5.340000,1,1008
2671,2671,5.342000,1,1007
2672,2672,5.344000,1,998
2673,2673,5.346000,1,992
2674,2674,5.348000,1,995
2675,2675,5.350000,1,1001
2676,2676,5.352000,1,1003
2677,2677,5.354000,1,1001
2678,2678,5.356000,1,1001
2679,2679,5.358000,1,1002
2680,2680,5.360000,1,999
2681,2681,5.362000,1,993
2682,2682,5.364000,1,991
2683,2683,5.366000,1,1001
2684,2684,5.368000,1,1013
2685,2685,5.370000,1,1009
2686,2686,5.372000,1,993
2687,2687,5.374000,1,984
2688,2688,5.376000,0,992
2689,2689,5.378000,0,1009
2690,2690,5.380000,0,1014
2691,2691,5.382000,0,1003
2692,2692,5.384000,0,990
2693,2693,5.386000,0,989
2694,2694,5.388000,0,999
2695,2695,5.390000,0,1007
2696,2696,5.392000,0,1005
2697,2697,5.394000,0,998
2698,2698,5.396000,0,995
2699,2699,5.398000,0,998
2700,2700,5.400000,0,1001
2701,2701,5.402000,0,1000
2702,2702,5.404000,0,998
2703,2703,5.406000,0,999
2704,2704,5.408000,0,1003
2705,2705,5.410000,0,1004
2706,2706,5.412000,0,997
2707,2707,5.414000,0,991
2708,2708,5.416000,0,996
2709,2709,5.418000,0,1007
2710,2710,5.420000,0,1009
2711,2711,5.422000,0,998
2712,2712,5.424000,0,988
2713,2713,5.426000,0,993
2714,2714,5.428000,0,1007
2715,2715,5.430000,0,1012
2716,2716,5.432000,0,1001
2717,2717,5.434000,0,989
2718,2718,5.436000,0,989
2719,2719,5.438000,0,1001
2720,2720,5.440000,0,1011
2721,2721,5.442000,0,1008
2722,2722,5.444000,0,996
2723,2723,5.446000,0,990
2724,2724,5.448000,0,994
2725,2725,5.450000,0,1002
2726,2726,5.452000,0,1005
2727,2727,5.454000,0,1003
2728,2728,5.456000,0,1001
2729,2729,5.458000,0,1000
2730,2730,5.460000,0,995
2731,2731,5.462000,0,992
2732,2732,5.464000,0,997
2733,2733,5.466000,0,1007
2734,2734,5.468000,0,1010
2735,2735,5.470000,0,1000
2736,2736,5.472000,0,990
2737,2737,5.474000,0,991
2738,2738,5.476000,0,1002
2739,2739,5.478000,0,1009
2740,2740,5.480000,0,1002
2741,2741,5.482000,0,994
2742,2742,5.484000,0,995
2743,2743,5.486000,0,1003
2744,2744,5.488000,0,1004
2745,2745,5.490000,0,996
2746,2746,5.492000,0,993
2747,2747,5.494000,0,1002
2748,2748,5.496000,0,1008
2749,2749,5.498000,0,1002
2750,2750,5.500000,0,991
2751,2751,5.502000,0,992
2752,2752,5.504000,0,1003
2753,2753,5.506000,0,1009
2754,2754,5.508000,0,1002
2755,2755,5.510000,0,993
2756,2756,5.512000,0,993
2757,2757,5.514000,0,1002
2758,2758,5.516000,0,1006
2759,2759,5.518000,0,1002
2760,2760,5.520000,0,996
2761,2761,5.522000,0,995
2762,2762,5.524000,0,1000
2763,2763,5.526000,0,1003
2764,2764,5.528000,0,1001
2765,2765,5.530000,0,998
2766,2766,5.532000,0,997
2767,2767,5.534000,0,999
2768,2768,5.536000,0,1000
2769,2769,5.538000,0,1001
2770,2770,5.540000,0,1001
2771,2771,5.542000,0,1000
2772,2772,5.544000,0,998
2773,2773,5.546000,0,997
2774,2774,5.548000,0,999
2775,2775,5.550000,0,1002
2776,2776,5.552000,0,1003
2777,2777,5.554000,0,1001
2778,2778,5.556000,0,998
2779,2779,5.558000,0,996
2780,2780,5.560000,0,997
2781,2781,5.562000,0,1000
2782,2782,5.564000,0,1004
2783,2783,5.566000,0,1004
2784,2784,5.568000,0,999
2785,2785,5.570000,0,994
2786,2786,5.572000,0,995
2787,2787,5.574000,0,1000
2788,2788,5.576000,0,1003
2789,2789,5.578000,0,1002
2790,2790,5.580000,0,1000
2791,2791,5.582000,0,1000
2792,2792,5.584000,0,998
2793,2793,5.586000,0,996
2794,2794,5.588000,0,995
2795,2795,5.590000,0,1000
2796,2796,5.592000,0,1007
2797,2797,5.594000,0,1006
2798,2798,5.596000,0,996
2799,2799,5.598000,0,988
2800,2800,5.600000,0,994
2801,2801,5.602000,0,1006
2802,2802,5.604000,0,1010
2803,2803,5.606000,0,1001
2804,2804,5.608000,0,993
2805,2805,5.610000,0,994
2806,2806,5.612000,0,1001
2807,2807,5.614000,0,1004
2808,2808,5.616000,0,1001
2809,2809,5.618000,0,997
2810,2810,5.620000,0,998
2811,2811,5.622000,0,1002
2812,2812,5.624000,0,1003
2813,2813,5.626000,0,998
2814,2814,5.628000,0,995
2815,2815,5.630000,0,998
2816,2816,5.632000,0,1004
2817,2817,5.634000,0,1004
2818,2818,5.636000,0,999
2819,2819,5.638000,0,995
2820,2820,5.640000,0,996
2821,2821,5.642000,0,1000
2822,2822,5.644000,0,1002
2823,2823,5.646000,0,1001
2824,2824,5.648000,0,999
2825,2825,5.650000,0,999
2826,2826,5.652000,0,1000
2827,2827,5.654000,0,999
2828,2828,5.656000,0,998
2829,2829,5.658000,0,999
2830,2830,5.660000,0,1001
2831,2831,5.662000,0,1002
2832,2832,5.664000,0,999
2833,2833,5.666000,0,997
2834,2834,5.668000,0,999
2835,2835,5.670000,0,1002
2836,2836,5.672000,0,1002
2837,2837,5.674000,0,998
2838,2838,5.676000,0,995
2839,2839,5.678000,0,998
2840,2840,5.680000,0,1004
2841,2841,5.682000,0,1004
2842,2842,5.684000,0,999
2843,2843,5.686000,0,995
2844,2844,5.688000,0,997
2845,2845,5.690000,0,1002
2846,2846,5.692000,0,1003
2847,2847,5.694000,0,999
2848,2848,5.696000,0,996
2849,2849,5.698000,0,999
2850,2850,5.700000,0,1004
2851,2851,5.702000,0,1003
2852,2852,5.704000,0,996
2853,2853,5.706000,0,993
2854,2854,5.708000,0,998
2855,2855,5.710000,0,1006
2856,2856,5.712000,0,1007
2857,2857,5.714000,0,999
2858,2858,5.716000,0,992
2859,2859,5.718000,0,994
2860,2860,5.720000,0,1001
2861,2861,5.722000,0,1005
2862,2862,5.724000,0,1002
2863,2863,5.726000,0,999
2864,2864,5.728000,0,998
2865,2865,5.730000,0,998
2866,2866,5.732000,0,997
2867,2867,5.734000,0,998
2868,2868,5.736000,0,1003
2869,2869,5.738000,0,1006
2870,2870,5.740000,0,1002
2871,2871,5.742000,0,992
2872,2872,5.744000,0,990
2873,2873,5.746000,0,999
2874,2874,5.748000,0,1010
2875,2875,5.750000,0,1008
2876,2876,5.752000,0,996
2877,2877,5.754000,0,989
2878,2878,5.756000,0,994
2879,2879,5.758000,0,1005
2880,2880,5.760000,0,1007
2881,2881,5.762000,0,1000
2882,2882,5.764000,0,995
2883,2883,5.766000,0,997
2884,2884,5.768000,0,1002
2885,2885,5.770000,0,1000
2886,2886,5.772000,0,996
2887,2887,5.774000,0,997
2888,2888,5.776000,0,1004
2889,2889,5.778000,0,1006
2890,2890,5.780000,0,998
2891,2891,5.782000,0,991
2892,2892,5.784000,0,995
2893,2893,5.786000,0,1004
2894,2894,5.788000,0,1007
2895,2895,5.790000,0,1001
2896,2896,5.792000,0,994
2897,2897,5.794000,0,996
2898,2898,5.796000,0,1001
2899,2899,5.798000,0,1002
2900,2900,5.800000,0,998
2901,2901,5.802000,0,998
2902,2902,5.804000,0,1002
2903,2903,5.806000,0,1004
2904,2904,5.808000,0,1000
2905,2905,5.810000,0,995
2906,2906,5.812000,0,995
2907,2907,5.814000,0,1001
2908,2908,5.816000,0,1005
2909,2909,5.818000,0,1003
2910,2910,5.820000,0,998
2911,2911,5.822000,0,995
2912,2912,5.824000,0,997
2913,2913,5.826000,0,1002
2914,2914,5.828000,0,1003
2915,2915,5.830000,0,999
2916,2916,5.832000,0,995
2917,2917,5.834000,0,998
2918,2918,5.836000,0,1004
2919,2919,5.838000,0,1004
2920,2920,5.840000,0,997
2921,2921,5.842000,0,993
2922,2922,5.844000,0,997
2923,2923,5.846000,0,1005
2924,2924,5.848000,0,1006
2925,2925,5.850000,0,999
2926,2926,5.852000,0,993
2927,2927,5.854000,0,995
2928,2928,5.856000,0,1002
2929,2929,5.858000,0,1005
2930,2930,5.860000,0,1000
2931,2931,5.862000,0,996
2932,2932,5.864000,0,997
2933,2933,5.866000,0,1001
2934,2934,5.868000,0,1002
2935,2935,5.870000,0,998
2936,2936,5.872000,0,997
2937,2937,5.874000,0,1000
2938,2938,5.876000,0,1003
2939,2939,5.878000,0,1001
2940,2940,5.880000,0,997
2941,2941,5.882000,0,995
2942,2942,5.884000,0,1000
2943,2943,5.886000,0,1005
2944,2944,5.888000,0,1003
2945,2945,5.890000,0,996
2946,2946,5.892000,0,992
2947,2947,5.894000,0,998
2948,2948,5.896000,0,1007
2949,2949,5.898000,0,1007
2950,2950,5.900000,0,998
2951,2951,5.902000,0,990
2952,2952,5.904000,0,993
2953,2953,5.906000,0,1003
2954,2954,5.908000,0,1009
2955,2955,5.910000,0,1004
2956,2956,5.912000,0,994
2957,2957,5.914000,0,990
2958,2958,5.916000,0,998
2959,2959,5.918000,0,1007
2960,2960,5.920000,0,1007
2961,2961,5.922000,0,998
2962,2962,5.924000,0,992
2963,2963,5.926000,0,995
2964,2964,5.928000,0,1003
2965,2965,5.930000,0,1005
2966,2966,5.932000,0,1000
2967,2967,5.934000,0,996
2968,2968,5.936000,0,998
2969,2969,5.938000,0,1001
2970,2970,5.940000,0,1001
2971,2971,5.942000,0,998
2972,2972,5.944000,0,998
2973,2973,5.946000,0,1001
2974,2974,5.948000,0,1003
2975,2975,5.950000,0,1000
2976,2976,5.952000,0,997
2977,2977,5.954000,0,997
2978,2978,5.956000,0,1000
2979,2979,5.958000,0,1003
2980,2980,5.960000,0,1001
2981,2981,5.962000,0,997
2982,2982,5.964000,0,996
2983,2983,5.966000,0,1001
2984,2984,5.968000,0,1005
2985,2985,5.970000,0,1002
2986,2986,5.972000,0,996
2987,2987,5.974000,0,993
2988,2988,5.976000,0,997
2989,2989,5.978000,0,1005
2990,2990,5.980000,0,1008
2991,2991,5.982000,0,1001
2992,2992,5.984000,0,991
2993,2993,5.986000,0,991
2994,2994,5.988000,0,1002
2995,2995,5.990000,0,1009
2996,2996,5.992000,0,1003
2997,2997,5.994000,0,993
2998,2998,5.996000,0,994
2999,2999,5.998000,0,1003
3000,3000,6.000000,0,1006
3001,3001,6.002000,0,999
3002,3002,6.004000,0,992
3003,3003,6.006000,0,996
3004,3004,6.008000,0,1005
3005,3005,6.010000,0,1006
3006,3006,6.012000,0,998
3007,3007,6.014000,0,992
3008,3008,6.016000,0,996
3009,3009,6.018000,0,1005
3010,3010,6.020000,0,1006
3011,3011,6.022000,0,998
3012,3012,6.024000,0,993
3013,3013,6.026000,0,997
3014,3014,6.028000,0,1004
3015,3015,6.030000,0,1005
3016,3016,6.032000,0,999
3017,3017,6.034000,0,994
3018,3018,6.036000,0,997
3019,3019,6.038000,0,1003
3020,3020,6.040000,0,1003
3021,3021,6.042000,0,999
3022,3022,6.044000,0,996
3023,3023,6.046000,0,999
3024,3024,6.048000,0,1003
3025,3025,6.050000,0,1003
3026,3026,6.052000,0,998
3027,3027,6.054000,0,995
3028,3028,6.056000,0,998
3029,3029,6.058000,0,1003
3030,3030,6.060000,0,1004
3031,3031,6.062000,0,999
3032,3032,6.064000,0,996
3033,3033,6.066000,0,997
3034,3034,6.068000,0,1002
3035,3035,6.070000,0,1003
3036,3036,6.072000,0,998
3037,3037,6.074000,0,994
3038,3038,6.076000,0,998
3039,3039,6.078000,0,1005
3040,3040,6.080000,0,1006
3041,3041,6.082000,0,998
3042,3042,6.084000,0,991
3043,3043,6.086000,0,995
3044,3044,6.088000,0,1004
3045,3045,6.090000,0,1007
3046,3046,6.092000,0,1001
3047,3047,6.094000,0,994
3048,3048,6.096000,0,995
3049,3049,6.098000,0,1002
3050,3050,6.100000,0,1005
3051,3051,6.102000,0,1000
3052,3052,6.104000,0,994
3053,3053,6.106000,0,997
3054,3054,6.108000,0,1003
3055,3055,6.110000,0,1004
3056,3056,6.112000,0,1000
3057,3057,6.114000,0,996
3058,3058,6.116000,0,997
3059,3059,6.118000,0,1001
3060,3060,6.120000,0,1003
3061,3061,6.122000,0,1000
3062,3062,6.124000,0,996
3063,3063,6.126000,0,997
3064,3064,6.128000,0,1002
3065,3065,6.130000,0,1004
3066,3066,6.132000,0,1000
3067,3067,6.134000,0,994
3068,3068,6.136000,0,995
3069,3069,6.138000,0,1002
3070,3070,6.140000,0,1005
3071,3071,6.142000,0,1002
3072,3072,6.144000,0,996
3073,3073,6.146000,0,995
3074,3074,6.148000,0,1000
3075,3075,6.150000,0,1004
3076,3076,6.152000,0,1003
3077,3077,6.154000,0,996
3078,3078,6.156000,0,993
3079,3079,6.158000,0,998
3080,3080,6.160000,0,1007
3081,3081,6.162000,0,1007
3082,3082,6.164000,0,997
3083,3083,6.166000,0,990
3084,3084,6.168000,0,994
3085,3085,6.170000,0,1005
3086,3086,6.172000,0,1008
3087,3087,6.174000,0,1001
3088,3088,6.176000,0,994
3089,3089,6.178000,0,995
3090,3090,6.180000,0,1000
3091,3091,6.182000,0,1001
3092,3092,6.184000,0,998
3093,3093,6.186000,0,999
3094,3094,6.188000,0,1004
3095,3095,6.190000,0,1004
3096,3096,6.192000,0,996
3097,3097,6.194000,0,990
3098,3098,6.196000,0,997
3099,3099,6.198000,0,1009
3100,3100,6.200000,0,1009
3101,3101,6.202000,0,998
3102,3102,6.204000,0,989
3103,3103,6.206000,0,994
3104,3104,6.208000,0,1004
3105,3105,6.210000,0,1007
3106,3106,6.212000,0,1000
3107,3107,6.214000,0,995
3108,3108,6.216000,0,997
3109,3109,6.218000,0,1001
3110,3110,6.220000,0,1001
3111,3111,6.222000,0,998
3112,3112,6.224000,0,998
3113,3113,6.226000,0,1002
3114,3114,6.228000,0,1003
3115,3115,6.230000,0,998
3116,3116,6.232000,0,993
3117,3117,6.234000,0,998
3118,3118,6.236000,0,1006
3119,3119,6.238000,0,1006
3120,3120,6.240000,0,997
3121,3121,6.242000,0,990
3122,3122,6.244000,0,994
3123,3123,6.246000,0,1005
3124,3124,6.248000,0,1009
3125,3125,6.250000,0,1002
3126,3126,6.252000,0,993
3127,3127,6.254000,0,993
3128,3128,6.256000,0,1000
3129,3129,6.258000,0,1005
3130,3130,6.260000,0,1002
3131,3131,6.262000,0,999
3132,3132,6.264000,0,999
3133,3133,6.266000,0,1000
3134,3134,6.268000,0,997
3135,3135,6.270000,0,994
3136,3136,6.272000,0,999
3137,3137,6.274000,0,1008
3138,3138,6.276000,0,1008
3139,3139,6.278000,0,997
3140,3140,6.280000,0,987
3141,3141,6.282000,0,992
3142,3142,6.284000,0,1006
3143,3143,6.286000,0,1011
3144,3144,6.288000,0,1003
3145,3145,6.290000,0,993
3146,3146,6.292000,0,992
3147,3147,6.294000,0,999
3148,3148,6.296000,0,1003
3149,3149,6.298000,0,1001
3150,3150,6.300000,0,1000
3151,3151,6.302000,0,1003
3152,3152,6.304000,0,1003
3153,3153,6.306000,0,995
3154,3154,6.308000,0,990
3155,3155,6.310000,0,996
3156,3156,6.312000,0,1009
3157,3157,6.314000,0,1013
3158,3158,6.316000,0,1000
3159,3159,6.318000,0,986
3160,3160,6.320000,0,987
3161,3161,6.322000,0,1002
3162,3162,6.324000,0,1012
3163,3163,6.326000,0,1008
3164,3164,6.328000,0,996
3165,3165,6.330000,0,990
3166,3166,6.332000,0,995
3167,3167,6.334000,0,1003
3168,3168,6.336000,0,1004
3169,3169,6.338000,0,1001
3170,3170,6.340000,0,1000
3171,3171,6.342000,0,1000
3172,3172,6.344000,0,997
3173,3173,6.346000,0,995
3174,3174,6.348000,0,998
3175,3175,6.350000,0,1004
3176,3176,6.352000,0,1005
3177,3177,6.354000,0,999
3178,3178,6.356000,0,994
3179,3179,6.358000,0,996
3180,3180,6.360000,0,1002
3181,3181,6.362000,0,1004
3182,3182,6.364000,0,1000
3183,3183,6.366000,0,996
3184,3184,6.368000,0,997
3185,3185,6.370000,0,1001
3186,3186,6.372000,0,1002
3187,3187,6.374000,0,999
3188,3188,6.376000,0,998
3189,3189,6.378000,0,1000
3190,3190,6.380000,0,1002
3191,3191,6.382000,0,998
3192,3192,6.384000,0,995
3193,3193,6.386000,0,998
3194,3194,6.388000,0,1005
3195,3195,6.390000,0,1005
3196,3196,6.392000,0,998
3197,3197,6.394000,0,992
3198,3198,6.396000,0,994
3199,3199,6.398000,0,1003
3200,3200,6.400000,0,1008
3201,3201,6.402000,0,1003
3202,3202,6.404000,0,995
3203,3203,6.406000,0,993
3204,3204,6.408000,0,998
3205,3205,6.410000,0,1003
3206,3206,6.412000,0,1003
3207,3207,6.414000,0,1001
3208,3208,6.416000,0,1000
3209,3209,6.418000,0,999
3210,3210,6.420000,0,996
3211,3211,6.422000,0,995
3212,3212,6.424000,0,999
3213,3213,6.426000,0,1006
3214,3214,6.428000,0,1006
3215,3215,6.430000,0,998
3216,3216,6.432000,0,992
3217,3217,6.434000,0,994
3218,3218,6.436000,0,1002
3219,3219,6.438000,0,1006
3220,3220,6.440000,0,1002
3221,3221,6.442000,0,997
3222,3222,6.444000,0,997
3223,3223,6.446000,0,1001
3224,3224,6.448000,0,1001
3225,3225,6.450000,0,998
3226,3226,6.452000,0,996
3227,3227,6.454000,0,1000
3228,3228,6.456000,0,1005
3229,3229,6.458000,0,1003
3230,3230,6.460000,0,997
3231,3231,6.462000,0,993
3232,3232,6.464000,0,996
3233,3233,6.466000,0,1003
3234,3234,6.468000,0,1004
3235,3235,6.470000,0,1000
3236,3236,6.472000,0,997
3237,3237,6.474000,0,998
3238,3238,6.476000,0,1002
3239,3239,6.478000,0,1000
3240,3240,6.480000,0,996
3241,3241,6.482000,0,996
3242,3242,6.484000,0,1002
3243,3243,6.486000,0,1007
3244,3244,6.488000,0,1003
3245,3245,6.490000,0,994
3246,3246,6.492000,0,990
3247,3247,6.494000,0,998
3248,3248,6.496000,0,1007
3249,3249,6.498000,0,1008
3250,3250,6.500000,0,1000
3251,3251,6.502000,0,993
3252,3252,6.504000,0,994
3253,3253,6.506000,0,1000
3254,3254,6.508000,0,1003
3255,3255,6.510000,0,1001
3256,3256,6.512000,0,1000
3257,3257,6.514000,0,1001
3258,3258,6.516000,0,1001
3259,3259,6.518000,0,996
3260,3260,6.520000,0,993
3261,3261,6.522000,0,998
3262,3262,6.524000,0,1008
3263,3263,6.526000,0,1009
3264,3264,6.528000,0,999
3265,3265,6.530000,0,990
3266,3266,6.532000,0,992
3267,3267,6.534000,0,1002
3268,3268,6.536000,0,1008
3269,3269,6.538000,0,1004
3270,3270,6.540000,0,997
3271,3271,6.542000,0,995
3272,3272,6.544000,0,998
3273,3273,6.546000,0,999
3274,3274,6.548000,0,998
3275,3275,6.550000,0,1000
3276,3276,6.552000,0,1005
3277,3277,6.554000,0,1005
3278,3278,6.556000,0,997
3279,3279,6.558000,0,991
3280,3280,6.560000,0,995
3281,3281,6.562000,0,1003
3282,3282,6.564000,0,1007
3283,3283,6.566000,0,1003
3284,3284,6.568000,0,996
3285,3285,6.570000,0,994
3286,3286,6.572000,0,997
3287,3287,6.574000,0,1001
3288,3288,6.576000,0,1003
3289,3289,6.578000,0,1001
3290,3290,6.580000,0,998
3291,3291,6.582000,0,998
3292,3292,6.584000,0,1000
3293,3293,6.586000,0,1001
3294,3294,6.588000,0,999
3295,3295,6.590000,0,996
3296,3296,6.592000,0,998
3297,3297,6.594000,0,1002
3298,3298,6.596000,0,1004
3299,3299,6.598000,0,1000
3300,3300,6.600000,0,994
3301,3301,6.602000,0,995
3302,3302,6.604000,0,1001
3303,3303,6.606000,0,1005
3304,3304,6.608000,0,1001
3305,3305,6.610000,0,997
3306,3306,6.612000,0,997
3307,3307,6.614000,0,1001
3308,3308,6.616000,0,1001
3309,3309,6.618000,0,998
3310,3310,6.620000,0,998
3311,3311,6.622000,0,1002
3312,3312,6.624000,0,1003
3313,3313,6.626000,0,999
3314,3314,6.628000,0,994
3315,3315,6.630000,0,997
3316,3316,6.632000,0,1004
3317,3317,6.634000,0,1005
3318,3318,6.636000,0,999
3319,3319,6.638000,0,993
3320,3320,6.640000,0,996
3321,3321,6.642000,0,1004
3322,3322,6.644000,0,1005
3323,3323,6.646000,0,999
3324,3324,6.648000,0,994
3325,3325,6.650000,0,999
3326,3326,6.652000,0,1004
3327,3327,6.654000,0,1001
3328,3328,6.656000,1,995
3329,3329,6.658000,1,995
3330,3330,6.660000,1,1003
3331,3331,6.662000,1,1006
3332,3332,6.664000,1,1001
3333,3333,6.666000,1,993
3334,3334,6.668000,1,994
3335,3335,6.670000,1,1002
3336,3336,6.672000,1,1007
3337,3337,6.674000,1,1003
3338,3338,6.676000,1,995
3339,3339,6.678000,1,994
3340,3340,6.680000,1,1000
3341,3341,6.682000,1,1004
3342,3342,6.684000,1,1001
3343,3343,6.686000,1,997
3344,3344,6.688000,1,998
3345,3345,6.690000,1,1001
3346,3346,6.692000,1,1001
3347,3347,6.694000,1,998
3348,3348,6.696000,1,997
3349,3349,6.698000,1,999
3350,3350,6.700000,1,1002
3351,3351,6.702000,1,1003
3352,3352,6.704000,1,999
3353,3353,6.706000,1,995
3354,3354,6.708000,1,998
3355,3355,6.710000,1,1003
3356,3356,6.712000,1,1004
3357,3357,6.714000,1,998
3358,3358,6.716000,1,994
3359,3359,6.718000,1,999
3360,3360,6.720000,1,1006
3361,3361,6.722000,1,1004
3362,3362,6.724000,1,996
3363,3363,6.726000,1,992
3364,3364,6.728000,1,997
3365,3365,6.730000,1,1005
3366,3366,6.732000,1,1006
3367,3367,6.734000,1,1000
3368,3368,6.736000,1,994
3369,3369,6.738000,1,995
3370,3370,6.740000,1,1001
3371,3371,6.742000,1,1004
3372,3372,6.744000,1,1001
3373,3373,6.746000,1,997
3374,3374,6.748000,1,998
3375,3375,6.750000,1,1000
3376,3376,6.752000,1,1001
3377,3377,6.754000,1,998
3378,3378,6.756000,1,997
3379,3379,6.758000,1,1000
3380,3380,6.760000,1,1003
3381,3381,6.762000,1,1001
3382,3382,6.764000,1,996
3383,3383,6.766000,1,995
3384,3384,6.768000,1,999
3385,3385,6.770000,1,1005
3386,3386,6.772000,1,1004
3387,3387,6.774000,1,997
3388,3388,6.776000,1,993
3389,3389,6.778000,1,997
3390,3390,6.780000,1,1005
3391,3391,6.782000,1,1006
