frame_index,host_receive_time,recording_sample_index,recording_elapsed_s,button_label,Channel1_raw,Channel2_raw,Channel 3_raw,Channel 4_raw,Channel1_display,Channel2_display,Channel 3_display,Channel 4_display
93135,2026-07-29T17:54:36.067+08:00,0,0.000000,0,1009,6,1001,2,9.000000,6.000000,1.000000,2.000000
93136,2026-07-29T17:54:36.067+08:00,1,0.002000,0,1006,6,1002,2,6.000000,6.000000,2.000000,2.000000
93137,2026-07-29T17:54:36.067+08:00,2,0.004000,0,994,6,1000,2,-6.000000,6.000000,0.000000,2.000000
93138,2026-07-29T17:54:36.077+08:00,3,0.006000,0,988,6,999,2,-12.000000,6.000000,-1.000000,2.000000
93139,2026-07-29T17:54:36.077+08:00,4,0.008000,0,997,6,999,2,-3.000000,6.000000,-1.000000,2.000000
93140,2026-07-29T17:54:36.087+08:00,5,0.010000,0,1008,6,1000,2,8.000000,6.000000,0.000000,2.000000
93141,2026-07-29T17:54:36.087+08:00,6,0.012000,0,1006,6,997,2,6.000000,6.000000,-3.000000,2.000000
93142,2026-07-29T17:54:36.087+08:00,7,0.014000,0,996,6,996,2,-4.000000,6.000000,-4.000000,2.000000
93143,2026-07-29T17:54:36.092+08:00,8,0.016000,0,993,6,1000,2,-7.000000,6.000000,0.000000,2.000000
93144,2026-07-29T17:54:36.092+08:00,9,0.018000,0,1002,6,1006,2,2.000000,6.000000,6.000000,2.000000
93145,2026-07-29T17:54:36.092+08:00,10,0.020000,0,1007,6,1004,2,7.000000,6.000000,4.000000,2.000000
93146,2026-07-29T17:54:36.092+08:00,11,0.022000,0,1000,6,997,2,0.000000,6.000000,-3.000000,2.000000
93147,2026-07-29T17:54:36.104+08:00,12,0.024000,0,991,6,992,2,-9.000000,6.000000,-8.000000,2.000000
93148,2026-07-29T17:54:36.104+08:00,13,0.026000,0,994,6,995,2,-6.000000,6.000000,-5.000000,2.000000
93149,2026-07-29T17:54:36.104+08:00,14,0.028000,0,1005,6,1003,2,5.000000,6.000000,3.000000,2.000000
93150,2026-07-29T17:54:36.104+08:00,15,0.030000,0,1008,6,1006,2,8.000000,6.000000,6.000000,2.000000
