frame_index,host_receive_time,recording_sample_index,recording_elapsed_s,button_label,Channel1_raw,Channel2_raw,Channel 3_raw,Channel 4_raw,Channel1_display,Channel2_display,Channel 3_display,Channel 4_display
135290,2026-07-29T19:56:37.701+08:00,0,0.000000,0,999,2,997,2,-1.000000,2.000000,-3.000000,2.000000
135291,2026-07-29T19:56:37.701+08:00,1,0.002000,0,999,2,1000,2,-1.000000,2.000000,0.000000,2.000000
135292,2026-07-29T19:56:37.701+08:00,2,0.004000,0,999,2,1003,2,-1.000000,2.000000,3.000000,2.000000
135293,2026-07-29T19:56:37.711+08:00,3,0.006000,0,1001,2,1000,2,1.000000,2.000000,0.000000,2.000000
135294,2026-07-29T19:56:37.711+08:00,4,0.008000,0,1002,2,996,2,2.000000,2.000000,-4.000000,2.000000
135295,2026-07-29T19:56:37.711+08:00,5,0.010000,0,1001,2,997,2,1.000000,2.000000,-3.000000,2.000000
135296,2026-07-29T19:56:37.715+08:00,6,0.012000,0,997,2,1002,2,-3.000000,2.000000,2.000000,2.000000
135297,2026-07-29T19:56:37.715+08:00,7,0.014000,0,996,2,1004,2,-4.000000,2.000000,4.000000,2.000000
135298,2026-07-29T19:56:37.715+08:00,8,0.016000,0,998,2,1000,2,-2.000000,2.000000,0.000000,2.000000
135299,2026-07-29T19:56:37.721+08:00,9,0.018000,0,1003,2,995,2,3.000000,2.000000,-5.000000,2.000000
135300,2026-07-29T19:56:37.721+08:00,10,0.020000,0,1003,2,996,2,3.000000,2.000000,-4.000000,2.000000
135301,2026-07-29T19:56:37.721+08:00,11,0.022000,0,999,2,1001,2,-1.000000,2.000000,1.000000,2.000000
135302,2026-07-29T19:56:37.721+08:00,12,0.024000,0,996,2,1003,2,-4.000000,2.000000,3.000000,2.000000
135303,2026-07-29T19:56:37.721+08:00,13,0.026000,0,998,2,1001,2,-2.000000,2.000000,1.000000,2.000000
135304,2026-07-29T19:56:37.737+08:00,14,0.028000,0,1002,2,997,2,2.000000,2.000000,-3.000000,2.000000
135305,2026-07-29T19:56:37.737+08:00,15,0.030000,0,1002,2,998,2,2.000000,2.000000,-2.000000,2.000000
135306,2026-07-29T19:56:37.737+08:00,16,0.032000,0,998,2,1001,2,-2.000000,2.000000,1.000000,2.000000
135307,2026-07-29T19:56:37.737+08:00,17,0.034000,0,996,2,1001,2,-4.000000,2.000000,1.000000,2.000000
135308,2026-07-29T19:56:37.737+08:00,18,0.036000,0,999,2,998,2,-1.000000,2.000000,-2.000000,2.000000
135309,2026-07-29T19:56:37.737+08:00,19,0.038000,0,1003,2,998,2,3.000000,2.000000,-2.000000,2.000000
135310,2026-07-29T19:56:37.737+08:00,20,0.040000,0,1003,2,1000,2,3.000000,2.000000,0.000000,2.000000
135311,2026-07-29T19:56:37.751+08:00,21,0.042000,0,999,2,1002,2,-1.000000,2.000000,2.000000,2.000000
135312,2026-07-29T19:56:37.751+08:00,22,0.044000,0,996,2,1000,2,-4.000000,2.000000,0.000000,2.000000
135313,2026-07-29T19:56:37.751+08:00,23,0.046000,0,998,2,998,2,-2.000000,2.000000,-2.000000,2.000000
135314,2026-07-29T19:56:37.751+08:00,24,0.048000,0,1000,2,998,2,0.000000,2.000000,-2.000000,2.000000
135315,2026-07-29T19:56:37.751+08:00,25,0.050000,0,1001,2,999,2,1.000000,2.000000,-1.000000,2.000000
135316,2026-07-29T19:56:37.751+08:00,26,0.052000,0,1001,2,1000,2,1.000000,2.000000,0.000000,2.000000
135317,2026-07-29T19:56:37.751+08:00,27,0.054000,0,1000,2,1000,2,0.000000,2.000000,0.000000,2.000000
135318,2026-07-29T19:56:37.751+08:00,28,0.056000,0,1000,2,1000,2,0.000000,2.000000,0.000000,2.000000
135319,2026-07-29T19:56:37.758+08:00,29,0.058000,0,998,2,999,2,-2.000000,2.000000,-1.000000,2.000000
135320,2026-07-29T19:56:37.760+08:00,30,0.060000,0,997,2,1000,2,-3.000000,2.000000,0.000000,2.000000
135321,2026-07-29T19:56:37.760+08:00,31,0.062000,0,999,2,999,2,-1.000000,2.000000,-1.000000,2.000000
135322,2026-07-29T19:56:37.760+08:00,32,0.064000,0,1002,2,999,2,2.000000,2.000000,-1.000000,2.000000
135323,2026-07-29T19:56:37.770+08:00,33,0.066000,0,1002,2,999,2,2.000000,2.000000,-1.000000,2.000000
135324,2026-07-29T19:56:37.770+08:00,34,0.068000,0,999,2,1000,2,-1.000000,2.000000,0.000000,2.000000
135325,2026-07-29T19:56:37.770+08:00,35,0.070000,0,997,2,1000,2,-3.000000,2.000000,0.000000,2.000000
135326,2026-07-29T19:56:37.774+08:00,36,0.072000,0,998,2,1000,2,-2.000000,2.000000,0.000000,2.000000
135327,2026-07-29T19:56:37.782+08:00,37,0.074000,0,1001,2,999,2,1.000000,2.000000,-1.000000,2.000000
135328,2026-07-29T19:56:37.782+08:00,38,0.076000,0,1002,2,999,2,2.000000,2.000000,-1.000000,2.000000
135329,2026-07-29T19:56:37.782+08:00,39,0.078000,0,999,2,999,2,-1.000000,2.000000,-1.000000,2.000000
135330,2026-07-29T19:56:37.782+08:00,40,0.080000,0,996,2,999,2,-4.000000,2.000000,-1.000000,2.000000
135331,2026-07-29T19:56:37.782+08:00,41,0.082000,0,997,2,999,2,-3.000000,2.000000,-1.000000,2.000000
135332,2026-07-29T19:56:37.782+08:00,42,0.084000,0,1003,2,1000,2,3.000000,2.000000,0.000000,2.000000
135333,2026-07-29T19:56:37.785+08:00,43,0.086000,0,1005,2,1001,2,5.000000,2.000000,1.000000,2.000000
135334,2026-07-29T19:56:37.809+08:00,44,0.088000,0,999,2,1000,2,-1.000000,2.000000,0.000000,2.000000
135335,2026-07-29T19:56:37.809+08:00,45,0.090000,0,994,2,998,2,-6.000000,2.000000,-2.000000,2.000000
135336,2026-07-29T19:56:37.809+08:00,46,0.092000,0,995,2,997,2,-5.000000,2.000000,-3.000000,2.000000
135337,2026-07-29T19:56:37.809+08:00,47,0.094000,0,1002,2,1000,2,2.000000,2.000000,0.000000,2.000000
135338,2026-07-29T19:56:37.809+08:00,48,0.096000,0,1005,2,1003,2,5.000000,2.000000,3.000000,2.000000
135339,2026-07-29T19:56:37.809+08:00,49,0.098000,0,1001,2,1000,2,1.000000,2.000000,0.000000,2.000000
135340,2026-07-29T19:56:37.809+08:00,50,0.100000,0,995,2,995,2,-5.000000,2.000000,-5.000000,2.000000
135341,2026-07-29T19:56:37.810+08:00,51,0.102000,0,996,2,995,2,-4.000000,2.000000,-5.000000,2.000000
135342,2026-07-29T19:56:37.810+08:00,52,0.104000,0,1002,2,1001,2,2.000000,2.000000,1.000000,2.000000
135343,2026-07-29T19:56:37.810+08:00,53,0.106000,0,1004,2,1007,2,4.000000,2.000000,7.000000,2.000000
135344,2026-07-29T19:56:37.810+08:00,54,0.108000,0,1000,2,1003,2,0.000000,2.000000,3.000000,2.000000
135345,2026-07-29T19:56:37.810+08:00,55,0.110000,0,995,2,995,2,-5.000000,2.000000,-5.000000,2.000000
135346,2026-07-29T19:56:37.810+08:00,56,0.112000,0,996,2,992,2,-4.000000,2.000000,-8.000000,2.000000
135347,2026-07-29T19:56:37.810+08:00,57,0.114000,0,1001,2,997,2,1.000000,2.000000,-3.000000,2.000000
135348,2026-07-29T19:56:37.810+08:00,58,0.116000,0,1004,2,1004,2,4.000000,2.000000,4.000000,2.000000
135349,2026-07-29T19:56:37.818+08:00,59,0.118000,0,1001,2,1006,2,1.000000,2.000000,6.000000,2.000000
135350,2026-07-29T19:56:37.823+08:00,60,0.120000,0,997,2,1001,2,-3.000000,2.000000,1.000000,2.000000
135351,2026-07-29T19:56:37.823+08:00,61,0.122000,0,996,2,997,2,-4.000000,2.000000,-3.000000,2.000000
135352,2026-07-29T19:56:37.823+08:00,62,0.124000,0,999,2,995,2,-1.000000,2.000000,-5.000000,2.000000
135353,2026-07-29T19:56:37.829+08:00,63,0.126000,0,1001,2,997,2,1.000000,2.000000,-3.000000,2.000000
135354,2026-07-29T19:56:37.829+08:00,64,0.128000,0,1001,2,1000,2,1.000000,2.000000,0.000000,2.000000
135355,2026-07-29T19:56:37.829+08:00,65,0.130000,0,999,2,1003,2,-1.000000,2.000000,3.000000,2.000000
135356,2026-07-29T19:56:37.837+08:00,66,0.132000,0,1000,2,1002,2,0.000000,2.000000,2.000000,2.000000
135357,2026-07-29T19:56:37.837+08:00,67,0.134000,0,1000,2,999,2,0.000000,2.000000,-1.000000,2.000000
135358,2026-07-29T19:56:37.837+08:00,68,0.136000,0,999,2,996,2,-1.000000,2.000000,-4.000000,2.000000
135359,2026-07-29T19:56:37.837+08:00,69,0.138000,0,998,2,998,2,-2.000000,2.000000,-2.000000,2.000000
135360,2026-07-29T19:56:37.837+08:00,70,0.140000,0,999,2,1002,2,-1.000000,2.000000,2.000000,2.000000
135361,2026-07-29T19:56:37.837+08:00,71,0.142000,0,1001,2,1001,2,1.000000,2.000000,1.000000,2.000000
135362,2026-07-29T19:56:37.845+08:00,72,0.144000,0,1000,2,998,2,0.000000,2.000000,-2.000000,2.000000
135363,2026-07-29T19:56:37.845+08:00,73,0.146000,0,998,2,997,2,-2.000000,2.000000,-3.000000,2.000000
135364,2026-07-29T19:56:37.857+08:00,74,0.148000,0,1000,2,1000,2,0.000000,2.000000,0.000000,2.000000
135365,2026-07-29T19:56:37.857+08:00,75,0.150000,0,1002,2,1002,2,2.000000,2.000000,2.000000,2.000000
