frame_index,host_receive_time,recording_sample_index,recording_elapsed_s,button_label,Channel1_raw,Channel2_raw,Channel 3_raw,Channel 4_raw,Channel1_display,Channel2_display,Channel 3_display,Channel 4_display
38960,2026-07-29T20:09:39.529+08:00,0,0.000000,0,999,4,997,2,-1.000000,4.000000,-3.000000,2.000000
38961,2026-07-29T20:09:39.529+08:00,1,0.002000,0,1008,4,1001,2,8.000000,4.000000,1.000000,2.000000
38962,2026-07-29T20:09:39.529+08:00,2,0.004000,0,1006,4,1003,2,6.000000,4.000000,3.000000,2.000000
38963,2026-07-29T20:09:39.541+08:00,3,0.006000,0,998,4,1001,2,-2.000000,4.000000,1.000000,2.000000
38964,2026-07-29T20:09:39.541+08:00,4,0.008000,0,993,4,998,2,-7.000000,4.000000,-2.000000,2.000000
38965,2026-07-29T20:09:39.541+08:00,5,0.010000,0,996,4,997,2,-4.000000,4.000000,-3.000000,2.000000
38966,2026-07-29T20:09:39.541+08:00,6,0.012000,0,1001,4,999,2,1.000000,4.000000,-1.000000,2.000000
38967,2026-07-29T20:09:39.541+08:00,7,0.014000,0,1002,4,1001,2,2.000000,4.000000,1.000000,2.000000
38968,2026-07-29T20:09:39.549+08:00,8,0.016000,0,1000,4,1001,2,0.000000,4.000000,1.000000,2.000000
38969,2026-07-29T20:09:39.549+08:00,9,0.018000,0,1000,4,999,2,0.000000,4.000000,-1.000000,2.000000
38970,2026-07-29T20:09:39.549+08:00,10,0.020000,0,1001,4,998,2,1.000000,4.000000,-2.000000,2.000000
38971,2026-07-29T20:09:39.549+08:00,11,0.022000,0,1001,4,999,2,1.000000,4.000000,-1.000000,2.000000
38972,2026-07-29T20:09:39.549+08:00,12,0.024000,0,997,4,1000,2,-3.000000,4.000000,0.000000,2.000000
38973,2026-07-29T20:09:39.549+08:00,13,0.026000,0,996,4,999,2,-4.000000,4.000000,-1.000000,2.000000
38974,2026-07-29T20:09:39.549+08:00,14,0.028000,0,999,4,999,2,-1.000000,4.000000,-1.000000,2.000000
38975,2026-07-29T20:09:39.568+08:00,15,0.030000,0,1003,4,1000,2,3.000000,4.000000,0.000000,2.000000
38976,2026-07-29T20:09:39.568+08:00,16,0.032000,0,1004,4,1000,2,4.000000,4.000000,0.000000,2.000000
38977,2026-07-29T20:09:39.568+08:00,17,0.034000,0,1001,4,1000,2,1.000000,4.000000,0.000000,2.000000
38978,2026-07-29T20:09:39.568+08:00,18,0.036000,0,996,4,998,2,-4.000000,4.000000,-2.000000,2.000000
38979,2026-07-29T20:09:39.568+08:00,19,0.038000,0,994,4,998,2,-6.000000,4.000000,-2.000000,2.000000
38980,2026-07-29T20:09:39.568+08:00,20,0.040000,0,998,4,1001,2,-2.000000,4.000000,1.000000,2.000000
38981,2026-07-29T20:09:39.568+08:00,21,0.042000,0,1005,4,1002,2,5.000000,4.000000,2.000000,2.000000
38982,2026-07-29T20:09:39.568+08:00,22,0.044000,0,1008,4,1000,2,8.000000,4.000000,0.000000,2.000000
38983,2026-07-29T20:09:39.583+08:00,23,0.046000,0,1001,4,997,2,1.000000,4.000000,-3.000000,2.000000
38984,2026-07-29T20:09:39.583+08:00,24,0.048000,0,991,4,997,2,-9.000000,4.000000,-3.000000,2.000000
38985,2026-07-29T20:09:39.583+08:00,25,0.050000,0,990,4,1000,2,-10.000000,4.000000,0.000000,2.000000
38986,2026-07-29T20:09:39.583+08:00,26,0.052000,0,1001,4,1002,2,1.000000,4.000000,2.000000,2.000000
38987,2026-07-29T20:09:39.583+08:00,27,0.054000,0,1010,4,1001,2,10.000000,4.000000,1.000000,2.000000
38988,2026-07-29T20:09:39.583+08:00,28,0.056000,0,1007,4,998,2,7.000000,4.000000,-2.000000,2.000000
38989,2026-07-29T20:09:39.583+08:00,29,0.058000,0,996,4,998,2,-4.000000,4.000000,-2.000000,2.000000
38990,2026-07-29T20:09:39.589+08:00,30,0.060000,0,990,4,999,2,-10.000000,4.000000,-1.000000,2.000000
38991,2026-07-29T20:09:39.589+08:00,31,0.062000,0,994,4,1000,2,-6.000000,4.000000,0.000000,2.000000
38992,2026-07-29T20:09:39.589+08:00,32,0.064000,0,1003,4,1000,2,3.000000,4.000000,0.000000,2.000000
38993,2026-07-29T20:09:39.592+08:00,33,0.066000,0,1007,4,1000,2,7.000000,4.000000,0.000000,2.000000
38994,2026-07-29T20:09:39.592+08:00,34,0.068000,0,1004,4,999,2,4.000000,4.000000,-1.000000,2.000000
38995,2026-07-29T20:09:39.592+08:00,35,0.070000,0,997,4,999,2,-3.000000,4.000000,-1.000000,2.000000
38996,2026-07-29T20:09:39.595+08:00,36,0.072000,0,994,4,999,2,-6.000000,4.000000,-1.000000,2.000000
38997,2026-07-29T20:09:39.595+08:00,37,0.074000,0,995,4,998,2,-5.000000,4.000000,-2.000000,2.000000
38998,2026-07-29T20:09:39.611+08:00,38,0.076000,0,1000,4,999,2,0.000000,4.000000,-1.000000,2.000000
38999,2026-07-29T20:09:39.612+08:00,39,0.078000,0,1004,4,1002,2,4.000000,4.000000,2.000000,2.000000
39000,2026-07-29T20:09:39.612+08:00,40,0.080000,0,1004,4,1003,2,4.000000,4.000000,3.000000,2.000000
39001,2026-07-29T20:09:39.612+08:00,41,0.082000,0,1000,4,999,2,0.000000,4.000000,-1.000000,2.000000
39002,2026-07-29T20:09:39.612+08:00,42,0.084000,0,995,4,995,2,-5.000000,4.000000,-5.000000,2.000000
39003,2026-07-29T20:09:39.612+08:00,43,0.086000,0,995,4,996,2,-5.000000,4.000000,-4.000000,2.000000
39004,2026-07-29T20:09:39.612+08:00,44,0.088000,0,999,4,1001,2,-1.000000,4.000000,1.000000,2.000000
39005,2026-07-29T20:09:39.628+08:00,45,0.090000,0,1004,4,1004,2,4.000000,4.000000,4.000000,2.000000
39006,2026-07-29T20:09:39.628+08:00,46,0.092000,0,1005,4,1002,2,5.000000,4.000000,2.000000,2.000000
39007,2026-07-29T20:09:39.628+08:00,47,0.094000,0,1000,4,998,2,0.000000,4.000000,-2.000000,2.000000
39008,2026-07-29T20:09:39.628+08:00,48,0.096000,0,995,4,996,2,-5.000000,4.000000,-4.000000,2.000000
39009,2026-07-29T20:09:39.628+08:00,49,0.098000,0,995,4,998,2,-5.000000,4.000000,-2.000000,2.000000
39010,2026-07-29T20:09:39.628+08:00,50,0.100000,0,999,4,1000,2,-1.000000,4.000000,0.000000,2.000000
39011,2026-07-29T20:09:39.641+08:00,51,0.102000,0,1003,4,1001,2,3.000000,4.000000,1.000000,2.000000
39012,2026-07-29T20:09:39.641+08:00,52,0.104000,0,1003,4,1001,2,3.000000,4.000000,1.000000,2.000000
39013,2026-07-29T20:09:39.641+08:00,53,0.106000,0,1001,4,1000,2,1.000000,4.000000,0.000000,2.000000
39014,2026-07-29T20:09:39.641+08:00,54,0.108000,0,998,4,998,2,-2.000000,4.000000,-2.000000,2.000000
39015,2026-07-29T20:09:39.641+08:00,55,0.110000,0,996,4,998,2,-4.000000,4.000000,-2.000000,2.000000
39016,2026-07-29T20:09:39.641+08:00,56,0.112000,0,996,4,1000,2,-4.000000,4.000000,0.000000,2.000000
39017,2026-07-29T20:09:39.641+08:00,57,0.114000,0,1000,4,1002,2,0.000000,4.000000,2.000000,2.000000
39018,2026-07-29T20:09:39.641+08:00,58,0.116000,0,1004,4,1001,2,4.000000,4.000000,1.000000,2.000000
39019,2026-07-29T20:09:39.641+08:00,59,0.118000,0,1004,6,997,2,4.000000,6.000000,-3.000000,2.000000
39020,2026-07-29T20:09:39.658+08:00,60,0.120000,0,999,6,995,2,-1.000000,6.000000,-5.000000,2.000000
39021,2026-07-29T20:09:39.658+08:00,61,0.122000,0,995,6,1000,2,-5.000000,6.000000,0.000000,2.000000
39022,2026-07-29T20:09:39.658+08:00,62,0.124000,0,996,6,1006,2,-4.000000,6.000000,6.000000,2.000000
39023,2026-07-29T20:09:39.658+08:00,63,0.126000,0,1001,6,1004,2,1.000000,6.000000,4.000000,2.000000
39024,2026-07-29T20:09:39.658+08:00,64,0.128000,0,1003,6,996,2,3.000000,6.000000,-4.000000,2.000000
39025,2026-07-29T20:09:39.658+08:00,65,0.130000,0,1001,6,992,2,1.000000,6.000000,-8.000000,2.000000
39026,2026-07-29T20:09:39.658+08:00,66,0.132000,0,998,6,996,2,-2.000000,6.000000,-4.000000,2.000000
39027,2026-07-29T20:09:39.658+08:00,67,0.134000,0,998,6,1004,2,-2.000000,6.000000,4.000000,2.000000
39028,2026-07-29T20:09:39.663+08:00,68,0.136000,0,999,6,1006,2,-1.000000,6.000000,6.000000,2.000000
39029,2026-07-29T20:09:39.663+08:00,69,0.138000,0,999,6,1001,2,-1.000000,6.000000,1.000000,2.000000
39030,2026-07-29T20:09:39.663+08:00,70,0.140000,0,999,6,996,2,-1.000000,6.000000,-4.000000,2.000000
39031,2026-07-29T20:09:39.665+08:00,71,0.142000,0,1001,6,996,2,1.000000,6.000000,-4.000000,2.000000
39032,2026-07-29T20:09:39.665+08:00,72,0.144000,0,1002,6,1000,2,2.000000,6.000000,0.000000,2.000000
39033,2026-07-29T20:09:39.665+08:00,73,0.146000,0,999,6,1001,2,-1.000000,6.000000,1.000000,2.000000
39034,2026-07-29T20:09:39.668+08:00,74,0.148000,0,996,4,999,2,-4.000000,4.000000,-1.000000,2.000000
39035,2026-07-29T20:09:39.685+08:00,75,0.150000,0,997,6,999,2,-3.000000,6.000000,-1.000000,2.000000
39036,2026-07-29T20:09:39.685+08:00,76,0.152000,0,1001,4,1001,2,1.000000,4.000000,1.000000,2.000000
39037,2026-07-29T20:09:39.685+08:00,77,0.154000,0,1003,4,1001,2,3.000000,4.000000,1.000000,2.000000
39038,2026-07-29T20:09:39.692+08:00,78,0.156000,0,1001,4,998,2,1.000000,4.000000,-2.000000,2.000000
39039,2026-07-29T20:09:39.692+08:00,79,0.158000,0,997,4,996,2,-3.000000,4.000000,-4.000000,2.000000
39040,2026-07-29T20:09:39.692+08:00,80,0.160000,0,997,4,999,2,-3.000000,4.000000,-1.000000,2.000000
39041,2026-07-29T20:09:39.692+08:00,81,0.162000,0,1001,4,1002,2,1.000000,4.000000,2.000000,2.000000
39042,2026-07-29T20:09:39.692+08:00,82,0.164000,0,1003,4,1002,2,3.000000,4.000000,2.000000,2.000000
39043,2026-07-29T20:09:39.698+08:00,83,0.166000,0,1000,4,999,2,0.000000,4.000000,-1.000000,2.000000
39044,2026-07-29T20:09:39.698+08:00,84,0.168000,0,996,4,997,2,-4.000000,4.000000,-3.000000,2.000000
39045,2026-07-29T20:09:39.698+08:00,85,0.170000,0,997,4,999,2,-3.000000,4.000000,-1.000000,2.000000
39046,2026-07-29T20:09:39.698+08:00,86,0.172000,0,1002,4,1001,2,2.000000,4.000000,1.000000,2.000000
39047,2026-07-29T20:09:39.698+08:00,87,0.174000,0,1003,4,1001,2,3.000000,4.000000,1.000000,2.000000
39048,2026-07-29T20:09:39.698+08:00,88,0.176000,0,998,4,999,2,-2.000000,4.000000,-1.000000,2.000000
39049,2026-07-29T20:09:39.698+08:00,89,0.178000,0,996,4,997,2,-4.000000,4.000000,-3.000000,2.000000
