frame_index,host_receive_time,recording_sample_index,recording_elapsed_s,button_label,Channel1_raw,Channel2_raw,Channel 3_raw,Channel 4_raw,Channel1_display,Channel2_display,Channel 3_display,Channel 4_display
207930,2026-07-29T19:59:02.975+08:00,0,0.000000,0,993,4,997,2,-7.000000,4.000000,-3.000000,2.000000
207931,2026-07-29T19:59:02.994+08:00,1,0.002000,0,996,4,1003,2,-4.000000,4.000000,3.000000,2.000000
207932,2026-07-29T19:59:02.994+08:00,2,0.004000,0,1003,4,1003,2,3.000000,4.000000,3.000000,2.000000
207933,2026-07-29T19:59:02.994+08:00,3,0.006000,0,1008,4,999,2,8.000000,4.000000,-1.000000,2.000000
207934,2026-07-29T19:59:02.994+08:00,4,0.008000,0,1005,4,997,2,5.000000,4.000000,-3.000000,2.000000
207935,2026-07-29T19:59:02.994+08:00,5,0.010000,0,996,4,1000,2,-4.000000,4.000000,0.000000,2.000000
207936,2026-07-29T19:59:02.994+08:00,6,0.012000,0,992,4,1002,2,-8.000000,4.000000,2.000000,2.000000
207937,2026-07-29T19:59:02.994+08:00,7,0.014000,0,995,4,1000,2,-5.000000,4.000000,0.000000,2.000000
207938,2026-07-29T19:59:02.994+08:00,8,0.016000,0,1002,6,996,2,2.000000,6.000000,-4.000000,2.000000
207939,2026-07-29T19:59:02.994+08:00,9,0.018000,0,1004,6,997,2,4.000000,6.000000,-3.000000,2.000000
207940,2026-07-29T19:59:02.994+08:00,10,0.020000,0,1002,6,1001,2,2.000000,6.000000,1.000000,2.000000
207941,2026-07-29T19:59:03.011+08:00,11,0.022000,0,1000,6,1002,2,0.000000,6.000000,2.000000,2.000000
207942,2026-07-29T19:59:03.011+08:00,12,0.024000,0,1000,6,1000,2,0.000000,6.000000,0.000000,2.000000
207943,2026-07-29T19:59:03.011+08:00,13,0.026000,0,998,4,999,2,-2.000000,4.000000,-1.000000,2.000000
207944,2026-07-29T19:59:03.011+08:00,14,0.028000,0,996,4,1000,2,-4.000000,4.000000,0.000000,2.000000
207945,2026-07-29T19:59:03.011+08:00,15,0.030000,0,996,6,1000,2,-4.000000,6.000000,0.000000,2.000000
207946,2026-07-29T19:59:03.011+08:00,16,0.032000,0,1001,6,997,2,1.000000,6.000000,-3.000000,2.000000
207947,2026-07-29T19:59:03.011+08:00,17,0.034000,0,1005,6,996,2,5.000000,6.000000,-4.000000,2.000000
207948,2026-07-29T19:59:03.011+08:00,18,0.036000,0,1004,6,1000,2,4.000000,6.000000,0.000000,2.000000
207949,2026-07-29T19:59:03.011+08:00,19,0.038000,0,998,6,1005,2,-2.000000,6.000000,5.000000,2.000000
207950,2026-07-29T19:59:03.011+08:00,20,0.040000,0,994,4,1004,2,-6.000000,4.000000,4.000000,2.000000
207951,2026-07-29T19:59:03.026+08:00,21,0.042000,0,995,4,998,2,-5.000000,4.000000,-2.000000,2.000000
207952,2026-07-29T19:59:03.026+08:00,22,0.044000,0,1001,4,994,2,1.000000,4.000000,-6.000000,2.000000
